Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/314/995/GCF_001314995.1_genomic.fna.gz	0.0049	0.0053	96.16	0.126	95.33-96.82	0.103	0.08-0.13	1	1.051	816/27397	89.28	340	NZ_CP012938.1 Bacteroides ovatus strain ATCC 8483 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/539/175/GCA_900539175.1_genomic.fna.gz	0.0049	0.0033	96.79	0.125	95.85-97.88	0.102	0.07-0.14	1	1.095	623/17215	89.85	569	UQAW01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS96 genome assembly, contig: NODE_1_length_122750_cov_7.03172, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/546/575/GCF_900546575.1_genomic.fna.gz	0.0049	0.0023	95.54	0.125	94.06-96.78	0.102	0.07-0.17	1	1.105	295/12216	88.68	72	NZ_URDM01000001.1 Uncultured Prevotella sp. isolate UMGS899, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/434/015/GCA_000434015.1_genomic.fna.gz	0.0048	0.0012	96.38	0.124	94.53-98.40	0.102	0.05-0.18	1	1.086	210/6682	89.44	42	HF999502.1 Clostridium sp. CAG:571 genomic scaffold, scf1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/155/435/GCF_900155435.1_genomic.fna.gz	0.0048	0.0027	97.90	0.124	96.85-98.73	0.101	0.07-0.14	1	1.069	671/13154	90.85	66	NZ_LT700212.1 Actinomyces provencensis strain SN12, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/550/255/GCA_900550255.1_genomic.fna.gz	0.0048	0.0008	98.97	0.122	97.89-100.53	0.100	0.06-0.14	1	1.041	342/4557	91.99	66	URQZ01000001.1 uncultured Tenericutes bacterium isolate UMGS1271 genome assembly, contig: NODE_3_length_174332_cov_8.884276, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/897/295/GCA_001897295.1_genomic.fna.gz	0.0048	0.0007	95.97	0.122	94.14-97.59	0.100	0.06-0.18	1	1.093	107/3939	89.02	20	MKSN01000001.1 MAG: Candidatus Saccharibacteria bacterium 49-20 SCNpilot_bf_inoc_scaffold_22, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/556/345/GCA_004556345.1_genomic.fna.gz	0.0048	0.0015	98.56	0.122	97.48-99.30	0.100	0.08-0.15	1	1.065	508/8180	91.43	126	SFHQ01000011.1 MAG: Clostridiales bacterium isolate W1P12.009 Contig101, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/959/775/GCF_002959775.1_genomic.fna.gz	0.0047	0.0017	96.30	0.121	94.73-97.91	0.099	0.05-0.17	1	1.047	276/9222	89.30	232	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/460/505/GCF_003460505.1_genomic.fna.gz	0.0047	0.0021	97.14	0.120	96.13-98.18	0.098	0.06-0.14	1	1.079	455/11646	90.07	304	NZ_QTVG01000001.1 Eubacterium sp. AF36-5BH AF36-5BH.Scaf1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/547/775/GCA_900547775.1_genomic.fna.gz	0.0047	0.0009	98.69	0.120	97.47-99.99	0.098	0.06-0.14	1	1.102	305/4793	91.50	41	URHW01000001.1 uncultured Tenericutes bacterium isolate UMGS1021 genome assembly, contig: NODE_1_length_582527_cov_34.471163, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/128/485/GCF_900128485.1_genomic.fna.gz	0.0046	0.0018	97.35	0.119	95.95-98.68	0.097	0.06-0.15	1	1.075	371/9043	90.21	23	NZ_LT635840.1 Duodenibacillus massiliensis strain Marseille-P2968T, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/049/685/GCF_003049685.1_genomic.fna.gz	0.0046	0.0042	95.79	0.118	94.68-96.96	0.096	0.07-0.14	1	1.007	546/21132	88.88	82	NZ_PYSY02000001.1 Brucella pituitosa strain CCUG 50899 tig00000001_pilon, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/477/915/GCA_902477915.1_genomic.fna.gz	0.0046	0.0015	95.59	0.118	93.81-97.86	0.096	0.04-0.16	1	1.046	196/8443	88.57	355	CABSJA010000001.1 MAG TPA_asm: uncultured Veillonella sp. isolate MGYG-HGUT-02642 genome assembly, contig: GUT_GENOME156655_1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/042/985/GCF_001042985.1_genomic.fna.gz	0.0046	0.0038	97.01	0.118	95.94-97.85	0.096	0.07-0.13	1	1.132	790/21414	89.90	503	NZ_JYKY01000010.1 Pseudomonas lundensis strain DSM 6252 10_155534_28.7796, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/265/GCA_900553265.1_genomic.fna.gz	0.0045	0.0020	97.50	0.117	96.26-98.78	0.095	0.06-0.15	1	1.043	484/11362	90.32	81	USDD01000001.1 uncultured Clostridiales bacterium isolate UMGS1603 genome assembly, contig: NODE_121_length_60786_cov_6.532249, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/904/420/575/GCA_904420575.1_genomic.fna.gz	0.0045	0.0022	96.86	0.116	95.68-97.92	0.095	0.07-0.14	1	1.045	442/12836	89.70	134	CAJFVW010000001.1 uncultured Gordonibacter sp. isolate Coassembly_mag_502 genome assembly, contig: MAGpy_11413_min2k_bin_502_fak87_7924, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/556/345/GCA_900556345.1_genomic.fna.gz	0.0045	0.0009	96.75	0.116	95.18-98.72	0.095	0.05-0.15	1	1.088	181/5450	89.60	64	USOM01000001.1 uncultured Clostridium sp. isolate UMGS1925 genome assembly, contig: NODE_752_length_25916_cov_7.851127, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/886/185/GCF_001886185.1_genomic.fna.gz	0.0045	0.0031	96.98	0.115	96.15-97.91	0.094	0.07-0.12	1	1.166	643/18129	89.79	368	NZ_JXLA01000001.1 Enterococcus raffinosus strain DSM 5633 Scaffold1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/021/639/925/GCA_021639925.1_genomic.fna.gz	0.0045	0.0015	96.44	0.115	94.99-98.28	0.094	0.05-0.16	1	1.052	269/9045	89.28	15	JAJXEL010000174.1 MAG: Alphaproteobacteria bacterium isolate C13_60.fa NODE_10008_length_3395_cov_5.319162, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/699/895/GCA_016699895.1_genomic.fna.gz	0.0045	0.0006	98.41	0.114	96.36-100.60	0.094	0.04-0.17	1	1.039	180/3221	91.11	7	CP064991.1 MAG: Candidatus Saccharibacteria bacterium isolate Hirt_18-Q3-R61-65_BAT3C.362_fly chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/555/865/GCA_020555865.1_genomic.fna.gz	0.0044	0.0016	96.61	0.113	95.02-98.18	0.093	0.05-0.16	1	1.044	294/9466	89.40	80	JAJCJJ010000001.1 Bacterium 210917-DFI.7.65 strain DFI.7.65 OHJDKNLD_1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/538/765/GCA_900538765.1_genomic.fna.gz	0.0044	0.0014	100.00	0.113	99.94-101.45	0.092	0.07-0.11	1	1.103	857/7940	93.07	0	UQAB01000001.1 uncultured Azospirillum sp. isolate UMGS63 genome assembly, contig: NODE_60_length_178229_cov_9.654267, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/555/865/GCA_004555865.1_genomic.fna.gz	0.0043	0.0015	96.19	0.111	94.71-98.59	0.091	0.04-0.15	1	1.126	238/8933	88.96	140	SFJO01000013.1 MAG: Oscillospiraceae bacterium isolate W1P33.020 Contig109, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/553/605/GCF_001553605.1_genomic.fna.gz	0.0043	0.0026	96.02	0.111	94.61-97.72	0.091	0.05-0.14	1	1.043	392/15586	88.80	139	NZ_CP014229.1 Desulfovibrio fairfieldensis strain CCUG 45958 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/436/475/GCA_000436475.1_genomic.fna.gz	0.0043	0.0019	96.23	0.111	94.86-97.83	0.091	0.06-0.14	1	1.114	307/11287	89.02	256	FR886126.1 Eubacterium sp. CAG:248 genomic scaffold, scf3, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/540/005/GCA_900540005.1_genomic.fna.gz	0.0043	0.0018	97.37	0.110	95.96-99.04	0.090	0.05-0.14	1	1.043	418/10857	90.03	93	UQEM01000001.1 uncultured Ruminococcus sp. isolate UMGS200 genome assembly, contig: NODE_48_length_48066_cov_6.971840, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/146/565/GCF_025146565.1_genomic.fna.gz	0.0043	0.0030	96.86	0.110	95.58-97.78	0.090	0.06-0.13	1	1.072	587/17944	89.55	488	NZ_CP102258.1 Bacteroides eggerthii strain DSM 20697 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/554/995/GCA_900554995.1_genomic.fna.gz	0.0043	0.0012	98.18	0.110	96.82-99.72	0.090	0.05-0.14	1	1.090	354/7115	90.77	77	USJJ01000001.1 uncultured Ruminococcus sp. isolate UMGS1778 genome assembly, contig: NODE_1347_length_22718_cov_2.871376, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/060/215/GCA_018060215.1_genomic.fna.gz	0.0043	0.0016	97.62	0.109	96.30-99.03	0.089	0.05-0.13	1	1.091	406/9768	90.25	46	JAGOWL010000084.1 MAG: Pseudoxanthomonas sp. isolate Gw_Inlet_bin_167 Gw_Inlet_10016_length_10230_cov_17.882213, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/333/425/GCF_014333425.1_genomic.fna.gz	0.0043	0.0024	98.31	0.109	97.47-99.11	0.089	0.07-0.11	1	1.120	765/14844	90.88	281	NZ_JACRYT010000001.1 Zhenpiania hominis strain BX12 BX-12_ctg0001, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/545/GCA_900553545.1_genomic.fna.gz	0.0042	0.0012	98.53	0.109	97.27-99.64	0.089	0.06-0.13	1	1.079	403/7341	91.06	75	USDP01000001.1 uncultured Clostridiales bacterium isolate UMGS1621 genome assembly, contig: NODE_647_length_45097_cov_3.755917, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/943/913/355/GCF_943913355.1_genomic.fna.gz	0.0042	0.0026	95.95	0.108	94.76-97.14	0.089	0.06-0.13	1	1.048	378/15708	88.67	329	NZ_CALTXX010000001.1 MAG: uncultured Brevundimonas sp. isolate q4B3ZD9303_bin.1.MAG NODE_7_length_123296_cov_7.956768, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/425/785/GCF_000425785.1_genomic.fna.gz	0.0042	0.0038	96.50	0.108	95.27-97.51	0.088	0.06-0.13	1	1.070	672/23440	89.17	1014	NZ_KE384450.1 Pseudomonas taiwanensis DSM 21245 H620DRAFT_scaffold00001.1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/421/015/GCA_019421015.1_genomic.fna.gz	0.0042	0.0027	96.65	0.107	95.45-97.58	0.088	0.06-0.13	1	1.054	502/16810	89.29	57	JAHZGC010000001.1 MAG: Coriobacteriaceae bacterium isolate HRGM_Genome_3029 HRGM_Genome_3029_1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/128/905/GCF_900128905.1_genomic.fna.gz	0.0042	0.0029	95.84	0.107	94.57-97.16	0.088	0.05-0.14	1	1.063	411/17864	88.54	41	NZ_FQTV01000038.1 Bacteroides luti strain DSM 26991, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/902/373/545/GCF_902373545.1_genomic.fna.gz	0.0042	0.0016	97.26	0.107	95.88-98.63	0.087	0.05-0.13	1	1.074	365/10116	89.84	35	NZ_CABKMZ010000001.1 Uncultured Actinomyces sp. isolate MGYG-HGUT-01285, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/029/777/215/GCA_029777215.1_genomic.fna.gz	0.0041	0.0011	100.00	0.106	99.07-101.21	0.087	0.06-0.12	1	1.082	633/7156	92.47	0	JAKOSQ010000152.1 MAG: Bacillota bacterium isolate all_metabat.117 k201_1000687, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/915/066/115/GCF_915066115.1_genomic.fna.gz	0.0041	0.0013	95.23	0.106	92.97-97.10	0.086	0.04-0.18	1	1.041	145/7792	87.94	349	NZ_CAJZDT010000001.1 MAG: uncultured Streptococcus sp. isolate SRR1045100_bin.1_metaWRAP_v1.1_MAG, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/155/415/GCA_900155415.1_genomic.fna.gz	0.0041	0.0017	96.70	0.105	95.30-98.39	0.086	0.05-0.14	1	1.066	318/10708	89.28	208	LT700187.1 Christensenella sp. Marseille-P2438 genome assembly, chromosome: contig00001
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/848/315/GCF_017848315.1_genomic.fna.gz	0.0041	0.0040	97.77	0.105	96.96-98.47	0.086	0.06-0.11	1	1.073	1062/25478	90.26	892	NZ_JAFKEC010000100.1 Pseudomonas palmensis strain BBB001 NODE_100_length_8636_cov_12.9731, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/434/335/GCA_000434335.1_genomic.fna.gz	0.0041	0.0008	97.48	0.104	95.86-99.35	0.085	0.04-0.14	1	1.041	196/5176	89.98	28	FR878190.1 Clostridium sp. CAG:492 genomic scaffold, scf2, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/102/215/GCA_934102215.1_genomic.fna.gz	0.0040	0.0010	95.99	0.103	93.83-97.81	0.085	0.04-0.17	1	1.067	150/6440	88.58	213	CAKOSH010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.167 genome assembly, contig: Hadza_MoBio_C-REDO_D_2_1542__NODE_7_length_360850_cov_23.537496, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/551/665/GCA_900551665.1_genomic.fna.gz	0.0040	0.0011	95.71	0.103	93.27-97.57	0.085	0.04-0.17	1	1.041	148/6959	88.32	441	URWW01000001.1 uncultured Collinsella sp. isolate UMGS1432 genome assembly, contig: NODE_232_length_71433_cov_4.328308, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/759/005/GCA_900759005.1_genomic.fna.gz	0.0040	0.0015	98.71	0.102	97.61-99.95	0.084	0.05-0.11	1	1.051	525/9557	91.06	17	CAAEUQ010000001.1 MAG TPA_asm: Clostridia bacterium, isolate HGM11580, WGS project CAAEUQ010000000 data, contig: ERS608572_48_k95_512, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/805/GCA_900553805.1_genomic.fna.gz	0.0040	0.0014	96.91	0.102	95.36-98.67	0.084	0.05-0.14	1	1.047	275/8872	89.40	236	USEU01000001.1 uncultured Clostridiales bacterium isolate UMGS1651 genome assembly, contig: NODE_58_length_127987_cov_18.148086, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/565/GCF_025567565.1_genomic.fna.gz	0.0040	0.0020	96.73	0.102	95.38-98.20	0.083	0.05-0.12	1	1.096	385/13204	89.22	438	NZ_JAOQKF010000001.1 Muriventricola aceti strain H5_61 .14207_7_60.1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/307/065/GCA_934307065.1_genomic.fna.gz	0.0040	0.0015	96.76	0.102	95.33-98.16	0.083	0.05-0.13	1	1.082	282/9567	89.25	61	CAKRCD010000001.1 MAG: uncultured Bariatricus sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_8_2273.428 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_C_8_2273__NODE_49_length_232506_cov_6.583795, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/225/705/GCF_000225705.1_genomic.fna.gz	0.0040	0.0016	96.39	0.102	94.79-98.25	0.083	0.04-0.14	1	1.040	276/10593	88.90	186	NZ_JH126467.1 Collinsella tanakaei YIT 12063 supercont1.1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/763/965/GCA_900763965.1_genomic.fna.gz	0.0040	0.0013	96.49	0.101	94.97-98.66	0.083	0.04-0.13	1	1.048	227/8435	88.99	112	CAAFMG010000001.1 MAG TPA_asm: uncultured Oscillospiraceae bacterium, isolate HGM13047, WGS project CAAFMG010000000 data, contig: SRS1596868_37_k141_877, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/143/695/GCF_003143695.2_genomic.fna.gz	0.0039	0.0012	96.26	0.101	94.48-98.37	0.082	0.04-0.15	1	1.040	202/8131	88.76	178	NZ_QEMY02000008.1 Streptococcus halitosis strain VT-4 NODE_11_length_816_cov_397.199, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/054/715/GCA_018054715.1_genomic.fna.gz	0.0039	0.0012	96.98	0.099	95.11-99.42	0.081	0.04-0.15	1	1.035	258/8356	89.39	13	JAGPIY010000227.1 MAG: Bacteroidaceae bacterium isolate Gw_SlPrim_bin_52 Gw_SlPrim_100488_length_3020_cov_6.273419, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/772/435/GCA_900772435.1_genomic.fna.gz	0.0038	0.0006	97.17	0.099	94.65-98.98	0.081	0.05-0.17	1	1.039	129/3961	89.54	23	CAAHEM010000001.1 MAG TPA_asm: Bacilli bacterium, isolate HGM10770, WGS project CAAHEM010000000 data, contig: SRS820623_34_k75_102815, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/028/689/755/GCF_028689755.1_genomic.fna.gz	0.0038	0.0023	97.78	0.099	96.59-99.09	0.081	0.05-0.11	1	1.083	611/15371	90.12	118	NZ_JAQVCO010000004.1 MAG: Aquabacterium sp. isolate STD2_90 NODE_101_length_214014_cov_10.452178_Sandtown_D2, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/243/775/GCF_019243775.1_genomic.fna.gz	0.0038	0.0024	99.35	0.098	98.45-100.07	0.080	0.06-0.10	1	1.108	1040/16135	91.54	66	NZ_CP069157.1 Morganella morganii strain DSM 30164 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/850/565/GCF_003850565.1_genomic.fna.gz	0.0038	0.0043	97.15	0.097	96.32-98.04	0.080	0.06-0.10	1	1.051	944/29561	89.48	551	NZ_CP027706.1 Pseudomonas sessilinigenes strain CMR12a chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/199/545/GCF_900199545.1_genomic.fna.gz	0.0038	0.0023	97.28	0.097	96.15-98.71	0.079	0.05-0.12	1	1.038	524/15781	89.60	193	NZ_LT962663.1 Raoultibacter massiliensis strain Marseille-P2849, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/026/168/935/GCF_026168935.1_genomic.fna.gz	0.0038	0.0013	96.69	0.097	94.89-98.56	0.079	0.03-0.14	1	1.038	237/8670	89.04	188	NZ_JAPFDK010000009.1 MAG: Slackia sp. isolate bin_32_DannyCat k141_102769, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/020/160/755/GCA_020160755.1_genomic.fna.gz	0.0038	0.0027	96.18	0.096	95.06-97.48	0.079	0.05-0.12	1	1.111	433/18668	88.57	30	JAIUPN010000001.1 MAG: Proteobacteria bacterium isolate SPHING1 3300009517-bin.38~Ga0102832_1000006, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/712/425/GCF_023712425.1_genomic.fna.gz	0.0037	0.0015	98.15	0.096	96.59-99.45	0.079	0.05-0.13	1	1.062	451/10395	90.37	18	NZ_JAMAYG010000010.1 Rothia sp. P100 NODE_10_length_470_cov_1.446064, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/225/GCA_900553225.1_genomic.fna.gz	0.0037	0.0009	98.40	0.096	96.71-100.68	0.079	0.04-0.13	1	1.038	291/6210	90.60	59	USCV01000001.1 uncultured Clostridium sp. isolate UMGS1594 genome assembly, contig: NODE_43_length_85661_cov_19.319662, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/554/815/GCA_900554815.1_genomic.fna.gz	0.0037	0.0009	96.46	0.096	94.28-98.51	0.078	0.04-0.16	1	1.038	159/6306	88.81	77	USIO01000001.1 uncultured Clostridium sp. isolate UMGS1754 genome assembly, contig: NODE_103_length_102113_cov_5.548619, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/904/063/055/GCF_904063055.1_genomic.fna.gz	0.0037	0.0038	96.75	0.095	95.68-97.79	0.078	0.05-0.11	1	1.056	726/26376	89.06	787	NZ_CAJFCN010000001.1 Pseudomonas paracarnis strain V5/DAB/2/5, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/187/465/GCF_000187465.1_genomic.fna.gz	0.0037	0.0012	98.39	0.095	97.07-99.64	0.078	0.05-0.11	1	1.076	381/8230	90.56	274	NZ_GL732439.1 Streptococcus infantis ATCC 700779 SCAFFOLD1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/217/225/GCF_004217225.1_genomic.fna.gz	0.0037	0.0021	98.54	0.095	97.40-99.45	0.077	0.05-0.11	1	1.125	718/14819	90.70	118	NZ_SHKM01000001.1 Azospira oryzae strain DSM 21223 Ga0310491_11, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/155/365/GCF_900155365.1_genomic.fna.gz	0.0037	0.0011	97.73	0.094	96.09-99.56	0.077	0.04-0.13	1	1.037	297/7991	89.92	290	NZ_LT699729.1 Collinsella bouchesdurhonensis strain Marseille-P3296, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/540/425/GCA_900540425.1_genomic.fna.gz	0.0037	0.0010	99.69	0.094	98.34-100.99	0.077	0.05-0.11	1	1.047	488/7103	91.72	21	UQFU01000001.1 uncultured Alphaproteobacteria bacterium isolate UMGS241 genome assembly, contig: NODE_215_length_49757_cov_6.210877, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/201/875/GCF_003201875.1_genomic.fna.gz	0.0036	0.0041	95.56	0.093	94.46-96.94	0.076	0.05-0.11	1	1.037	545/29706	87.90	173	NZ_QJKD01000001.1 Hungatella effluvii strain DSM 24995 Ga0244553_101, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/248/565/GCA_003248565.1_genomic.fna.gz	0.0036	0.0023	96.78	0.092	95.59-98.15	0.075	0.05-0.11	1	1.045	446/16517	89.00	97	QFOV01000255.1 MAG: Stenotrophomonas sp. isolate S2_006_000_R2_62 S2_006_000_R2_scaffold_10073, whole genome shotgun sequence
