Contig_name	barcode01_MA_DS9_Crowfoot.fastq	barcode02_MA_DS9_Crowfoot.fastq	barcode03_MA_DS9_Crowfoot.fastq	barcode04_MA_DS9_Crowfoot.fastq	barcode05_MA_DS9_Crowfoot.fastq	barcode06_MA_DS9_Crowfoot.fastq	barcode07_MA_DS9_Crowfoot.fastq	barcode09_MA_DS9_Crowfoot.fastq	barcode10_MA_DS9_Crowfoot.fastq	barcode11_MA_DS9_Crowfoot.fastq	barcode12_MA_DS9_Crowfoot.fastq	barcode13_MA_DS9_Crowfoot.fastq	barcode18_1405Gb.fastq	barcode19_1405Gb.fastq	barcode20_1405Gb.fastq	barcode21_1405Gb.fastq	barcode22_1405Gb.fastq	barcode23_1405Gb.fastq	barcode24_1405Gb.fastq	barcode01_final_combined.fastq	barcode02_final_combined.fastq	barcode03_final_combined.fastq	barcode04_final_combined.fastq	barcode05_final_combined.fastq	barcode06_final_combined.fastq	barcode07_final_combined.fastq	barcode08_final_combined.fastq	barcode09_final_combined.fastq	barcode10_final_combined.fastq	barcode11_final_combined.fastq	barcode12_final_combined.fastq	barcode13_final_combined.fastq	barcode14_final_combined.fastq	17_set_barcode01.fastq	17_set_barcode02.fastq	17_set_barcode03.fastq	17_set_barcode04.fastq	17_set_barcode05.fastq	17_set_barcode06.fastq	17_set_barcode07.fastq	17_set_barcode08.fastq	17_set_barcode09.fastq
CAAFWT010000001.1 MAG TPA_asm: uncultured Paraprevotella sp., isolate HGM04814, WGS project CAAFWT010000000 data, contig: SRS475647_104_k119_2457, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0
NZ_FUXC01000031.1 Treponema berlinense strain ATCC BAA-909, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	1197	356	0	0	0
JAQXWS010000001.1 MAG: Eubacteriales bacterium isolate SUG1592 k141_467146, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FORK01000048.1 Ruminococcaceae bacterium D5 genome assembly, contig: IE26DRAFT_scaffold00048.48, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USFO01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1668 genome assembly, contig: NODE_299_length_72441_cov_4.449037, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	179	125	131	0	0	0	0	0	0	0	0	0	0	0	0
JASBYM010000001.1 MAG: Faecalimonas sp. isolate bin-114 c_000000000252, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	411	289	398	0	0	0	0	0	0	157	0	0	144	140	209	0	0	0	0	0	0	0	0	0	0	0	0
DWUS01000006.1 MAG TPA_asm: Candidatus Rothia avistercoris isolate ChiHjej10B9-4811 ChiHjej10B9M5__C10496_L5184_SAMN08009864, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0
JAQXVF010000001.1 MAG: Bacillota bacterium isolate SUG1553 k141_8244155, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	115	0	0	0
CAMFFO010000001.1 MAG: uncultured Clostridia bacterium isolate SRR11489786_bin.57_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11466831.68, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMAMZ010000001.1 MAG: uncultured Bacteroidales bacterium isolate SRR5665903_bin.104_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11448883.235, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	527	0	0	0	0
JAEDMP010000088.1 MAG: Bacteroidaceae bacterium isolate MAG269 NODE_10275_length_8668_cov_14.894114, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	798	0	0	0	0
CAJMMH010000001.1 TPA_asm: uncultured bacterium isolate ERR1600754-bin.61 genome assembly, contig: NODE_810_length_45964_cov_5.961315, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	491	0	359	209	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	330	323	0	0	0	0
NZ_AYYP01000002.1 Ligilactobacillus agilis DSM 20509 NODE_10, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKUUX010000001.1 MAG: uncultured Candidatus Melainabacteria bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_18_1651.319 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_A_18_1651__NODE_49_length_216409_cov_14.922291, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AZEA01000001.1 Lentilactobacillus sunkii DSM 19904 Scaffold1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	297	0	0	0
SFJE01000032.1 MAG: Lentisphaeraceae bacterium isolate W1P29.020 Contig1039, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALFLH010000024.1 MAG: Clostridiales bacterium isolate SUG784 k141_126597, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKPJR010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_C-REDO_D_2_1542.220 genome assembly, contig: Hadza_MoBio_C-REDO_D_2_1542__NODE_1543_length_34970_cov_4.676583, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEDOP010000040.1 MAG: Alphaproteobacteria bacterium isolate MAG321 NODE_10009_length_6693_cov_3.883549, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAADYN010000001.1 MAG TPA_asm: Clostridia bacterium, isolate HGM12664, WGS project CAADYN010000000 data, contig: ERS396348_42_k79_14, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	763	694	584	0	0	0	0	0	0	0	0	0	118	0	176	0	0	0	0	0	0	0	0	0	0	0	0
JAEDOO010000097.1 MAG: Lachnospiraceae bacterium isolate MAG320 NODE_10435_length_7023_cov_13.101751, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	628	78	0	0	0
FR887245.1 Clostridium sp. CAG:253 genomic scaffold, scf2, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAOKKG010000001.1 MAG TPA_asm: uncultured Eubacteriales bacterium isolate SRR17622767_bin.40_metawrap_v1.3_MAG genome assembly, contig: NODE.182_length_121042_cov_8_011927, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	381	322	491	0	0	103	93	37	251	91	96	114	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
CAMENN010000001.1 MAG: uncultured Clostridia bacterium isolate SRR15057922_bin.12_metaWRAP_v1.3_MAG genome assembly, contig: ERZ10407413.130, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	473	378	0	0	0
NZ_CALMPD010000001.1 MAG: uncultured Legionella sp. isolate SRR7110452_bin.43_CONCOCT_v1.1_MAG ERZ782916.3102, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937	414	202	0	0	0
NZ_CP027805.1 Limosilactobacillus reuteri strain WHH1689 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2688	0	0	0	0
HF987755.1 Clostridium sp. CAG:590 genomic scaffold, scf12, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	106	248	225	342	541	0	0	0	359	281	255	0	0	0	0	0	0	945	850	378	0	0	0
UQQY01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS551 genome assembly, contig: NODE_378_length_55247_cov_3.208019, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	301	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP091734.1 MAG: Clostridiales bacterium isolate nC29_bin.3.fa chromosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	485	150	44	96	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
HF985620.1 Bacteroides sp. CAG:927 genomic scaffold, scf2, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAVBXR010000107.1 MAG: Desulfobulbus sp. isolate GS12 1022, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALEZQ010000093.1 MAG: Bacteroidales bacterium isolate SUG481 k141_101467, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	630	0	0	0	0
NZ_CAKTMK010000001.1 MAG: uncultured Oscillibacter sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_C_12_2317.293, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	622	553	576	0	0	0	0	0	132	0	0	0	360	152	185	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AZEY01000005.1 Lentilactobacillus diolivorans DSM 14421 NODE_10, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	0	0	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_PYSY02000001.1 Brucella pituitosa strain CCUG 50899 tig00000001_pilon, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1230	0	0	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	572	0	0	0
SFMU01000087.1 MAG: Bacteroidales bacterium isolate W2P33.019 Contig10140, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	595	0	0	0	0
JAKOSQ010000152.1 MAG: Bacillota bacterium isolate all_metabat.117 k201_1000687, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	86	112	0	0	0	0
JAEDLC010000100.1 MAG: Dorea sp. isolate MAG230 NODE_10049_length_6837_cov_11.558390, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEDEQ010000009.1 MAG: Clostridiaceae bacterium isolate MAG062 NODE_1022_length_35827_cov_7.066616, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMAHM010000001.1 MAG: uncultured Sutterella sp. isolate SRR5665903_bin.150_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11448883.62, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	278	92	0	0	0
JAQXZK010000001.1 MAG: Bacteroidales bacterium isolate SUG1661 k141_9596454, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USKS01000001.1 uncultured Clostridiales bacterium isolate UMGS1815 genome assembly, contig: NODE_490_length_27774_cov_3.868394, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQDU01000001.1 uncultured Bacteroidales bacterium isolate UMGS187 genome assembly, contig: NODE_3_length_126392_cov_12.204794, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMEFF010000001.1 MAG: uncultured bacterium isolate SRR11489769_bin.47_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11466722.10, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2828	3151	2879	0	0	0
NZ_FYDD01000004.1 Massiliimalia timonensis strain Marseille-P3753, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHBAE010000001.1 MAG: Kiritimatiellae bacterium isolate MB2.95_2 k101_1027, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_AMZB01000001.1 Pseudomonas nitroreducens TX1 Contig001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_LT635547.1 Clostridium sp. Marseille-P3244 strain Marseille-P3244T, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	542	429	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALERS010000010.1 MAG: Prevotellaceae bacterium isolate SUG275 k141_10204507, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAFBFD010000001.1 Enterococcus lemanii strain DSM 105069 Ga0454082_01, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_FKLA01000001.1 Anaerotruncus rubiinfantis strain MT15, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	692	1107	754	0	0	331	0	150	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAGINM010000001.1 Azospirillum agricola strain CC-HIH038 Ga0451084_01, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RKAV01000041.1 MAG: bacterium isolate UBG167 contig1577889, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	168	69	0	0	0
JAQXVL010000001.1 MAG: Bacteroidales bacterium isolate SUG1559 k141_39288, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAVGCU010000001.1 Serratia fonticola strain RP0009 contig00001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEDLP010000100.1 MAG: Oscillospiraceae bacterium isolate MAG243 NODE_10007_length_6572_cov_8.262698, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DFYU01000036.1 MAG TPA_asm: Geobacter sp. UBA4074 UBA4074_contig_10149, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	135	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JAMHKS010000069.1 Leclercia tamurae strain H6S3 NODE_10_length_209134_cov_60.147703, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URPS01000001.1 uncultured bacterium isolate UMGS1229 genome assembly, contig: NODE_44_length_126236_cov_5.620030, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	375	269	0	0	0
NZ_JACOEA010000001.1 Lawsonibacter celer strain NSJ-47 M18_ctg001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	431	421	559	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKULV010000001.1 MAG: uncultured Kiritimatiellaeota bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.104 genome assembly, contig: Hadza_MoBio_hadza-I-L_K_14_2624__NODE_37_length_304816_cov_11.261673, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMVA01000108.1 uncultured Lachnospiraceae bacterium isolate hRUG895 genome assembly, contig: NODE_5595_length_14682_cov_15.7402, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	641	319	0	0	0
UQKK01000001.1 uncultured Ruminococcus sp. isolate UMGS362 genome assembly, contig: NODE_9_length_248625_cov_10.636316, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMMB01000015.1 MAG TPA_asm: Oscillospiraceae bacterium isolate UBA11522 contig_10091, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	619	125	0	0	0
JAFLED010000001.1 MAG: Spirochaetes bacterium isolate UWPOB_SPIRO1 gnl_X_CCBKFDIB_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALZAJ010000001.1 MAG: uncultured Verrucomicrobia bacterium isolate SRR14474043_bin.8_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9423908.200, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKOOM010000001.1 MAG: uncultured Bacilli bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_24_1660.12 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_A_24_1660__NODE_9_length_486385_cov_79.342230, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	233	0	0	0	0
FR899043.1 Ruminococcus sp. CAG:403 genomic scaffold, scf3, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	311	90	288	0	283	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMBHL010000001.1 MAG: uncultured Eubacteriaceae bacterium isolate SRR15732360_bin.23_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9426306.2, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKVGI010000001.1 MAG: uncultured Rickettsiales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ.178 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_F_7_RAU0027AZ__NODE_663_length_107122_cov_25.511551, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATXCY010000001.1 MAG TPA_asm: uncultured bacterium isolate ERR9578292_bin.24_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ18533963.33, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	70	165	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2223	1090	943	0	0	0
HF998201.1 Coprobacillus sp. CAG:605 genomic scaffold, scf3, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	259	39	0	0	0
CAMECH010000001.1 MAG: uncultured Bacteroides sp. isolate SRR11489781_bin.43_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11466806.11, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	170	0	0	0	0
CALZAP010000001.1 MAG: uncultured Prevotella sp. isolate SRR14474046_bin.27_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9423955.1218, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJLOV010000001.1 MAG TPA_asm: uncultured Lachnospiraceae bacterium isolate SRR341608-bin.5 genome assembly, contig: NODE_633_length_22640_cov_1.766704, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP058278.1 Flavobacterium inviolabile strain P2-65 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	702	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALEII010000105.1 MAG: Clostridiales bacterium isolate SUG31 k141_10029653, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	30	0	0	0
NZ_HE578923.1 Dielma fastidiosa strain type strain: JC13, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	0	0	0	138	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMEVC010000001.1 MAG: uncultured Eubacterium sp. isolate SRR11489784_bin.36_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11466716.6, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0
NZ_FOAN01000024.1 Bosea lupini strain LMG 26383,CCUG 61248,R- 45681, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFCQ01000022.1 MAG: Clostridiales bacterium isolate W0P13.014 Contig1047, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JACHOS010000001.1 Methylorubrum rhodesianum strain DSM 5687 Ga0373205_01, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1124	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	1271	0	0	0	0
NZ_JAFBIT010000001.1 Anaeromassilibacillus senegalensis strain An867 An867_NODE_1_length_1279940_cov_24.454751_pilon, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMBUO010000001.1 MAG: uncultured Clostridia bacterium isolate SRR17382098_bin.1_metaWRAP_v1.3_MAG genome assembly, contig: ERZ10544617.24, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JQEI01000001.1 Serratia sp. Ag1 contig01, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
